t,rhoc,errD,Mb,q00,q20,q22,vatm
97.409,1.2787710354e-03,1.416908e-03,1.5058470696e+00,1.5058257118e+00,1.1040896267e-14,-1.3203476690e-15,0.0000e+00
98.435,1.2785890653e-03,1.448301e-03,1.5058470687e+00,1.5058257139e+00,1.2228734609e-14,-1.6697047140e-15,0.0000e+00
99.460,1.2784030209e-03,1.475094e-03,1.5058470701e+00,1.5058257184e+00,-6.2036103487e-15,-1.9054915815e-15,0.0000e+00
100.485,1.2782238387e-03,1.495700e-03,1.5058470740e+00,1.5058257253e+00,7.4674065458e-15,-7.6388306399e-17,0.0000e+00
101.511,1.2780601796e-03,1.507850e-03,1.5058470805e+00,1.5058257346e+00,-3.7991616515e-15,-4.4547490446e-15,0.0000e+00
102.536,1.2779176806e-03,1.508593e-03,1.5058470898e+00,1.5058257462e+00,-6.3264079382e-16,-3.9331122744e-15,0.0000e+00
103.561,1.2777996262e-03,1.494446e-03,1.5058471020e+00,1.5058257603e+00,-3.4817208230e-15,-2.6074853831e-15,0.0000e+00
104.587,1.2777088957e-03,1.461704e-03,1.5058471170e+00,1.5058257769e+00,2.5764349904e-15,-1.4737080663e-15,0.0000e+00
105.612,1.2776503550e-03,1.406860e-03,1.5058471349e+00,1.5058257958e+00,8.6414619344e-15,4.5300050937e-16,0.0000e+00
106.637,1.2776325659e-03,1.327075e-03,1.5058471557e+00,1.5058258169e+00,-4.6439818539e-17,-4.0228300041e-15,0.0000e+00
107.663,1.2776679389e-03,1.220609e-03,1.5058471793e+00,1.5058258398e+00,3.1249192887e-15,-4.8049756114e-16,0.0000e+00
108.688,1.2777710749e-03,1.087182e-03,1.5058472054e+00,1.5058258643e+00,4.0726881597e-15,-2.0511541434e-15,0.0000e+00
109.714,1.2779556952e-03,9.282918e-04,1.5058472339e+00,1.5058258897e+00,1.9838478515e-14,-2.7011062407e-15,0.0000e+00
110.739,1.2782310083e-03,7.476684e-04,1.5058472645e+00,1.5058259156e+00,-4.5650150455e-15,-1.7218548385e-15,0.0000e+00
111.764,1.2785985024e-03,5.526016e-04,1.5058472967e+00,1.5058259418e+00,1.0144355817e-14,-1.9977571864e-15,0.0000e+00
112.790,1.2790499894e-03,3.600086e-04,1.5058473303e+00,1.5058259678e+00,-1.6255086181e-14,-3.7624046423e-15,0.0000e+00
113.815,1.2795673690e-03,2.309210e-04,1.5058473646e+00,1.5058259935e+00,-9.0596429503e-15,-4.4001865703e-15,0.0000e+00
