t,rhoc,errD,Mb,fd_fraction,vatm
0.000,1.2799999996e-03,3.845993e-07,1.5061775783e+00,0.0351,0.0000e+00
0.531,1.2795522564e-03,1.219573e-04,1.5061775783e+00,0.0702,7.9632e-03
1.062,1.2791079974e-03,2.435153e-04,1.5061775783e+00,0.0702,1.5809e-02
1.593,1.2786735291e-03,3.642248e-04,1.5061775783e+00,0.0702,2.3438e-02
2.123,1.2782521922e-03,4.836810e-04,1.5061775783e+00,0.0702,3.0669e-02
2.654,1.2778454989e-03,6.014827e-04,1.5061775783e+00,0.0702,3.7950e-02
3.185,1.2774569311e-03,7.172350e-04,1.5061775783e+00,0.0702,4.5742e-02
3.716,1.2770910601e-03,8.305542e-04,1.5061775783e+00,0.0702,5.3591e-02
4.247,1.2767505919e-03,9.410812e-04,1.5061775783e+00,0.0702,6.1484e-02
4.778,1.2764372094e-03,1.048484e-03,1.5061775783e+00,0.0702,6.8085e-02
5.309,1.2761532870e-03,1.152462e-03,1.5061775783e+00,0.0702,7.5728e-02
5.840,1.2759010593e-03,1.252753e-03,1.5061775783e+00,0.0702,8.3291e-02
6.370,1.2756815920e-03,1.349130e-03,1.5061775783e+00,0.0702,9.0790e-02
6.901,1.2754954217e-03,1.441390e-03,1.5061775783e+00,0.0702,9.8209e-02
7.432,1.2753431931e-03,1.529363e-03,1.5061775783e+00,0.0702,1.0556e-01
7.963,1.2752253103e-03,1.612913e-03,1.5061775783e+00,0.0702,1.1284e-01
8.494,1.2751416206e-03,1.691943e-03,1.5061775783e+00,0.0351,1.2004e-01
9.025,1.2750914693e-03,1.766381e-03,1.5061775783e+00,0.0351,1.2710e-01
9.556,1.2750737671e-03,1.836190e-03,1.5061775783e+00,0.0351,1.3398e-01
10.086,1.2750871687e-03,1.901336e-03,1.5061775783e+00,0.0351,1.4068e-01
10.617,1.2751302995e-03,1.961874e-03,1.5061775783e+00,0.0351,1.4716e-01
11.148,1.2752016255e-03,2.017905e-03,1.5061775783e+00,0.0351,1.5332e-01
11.679,1.2752991892e-03,2.069558e-03,1.5061775783e+00,0.0351,1.5932e-01
12.210,1.2754207537e-03,2.117015e-03,1.5061775783e+00,0.0351,1.6547e-01
12.741,1.2755641151e-03,2.160478e-03,1.5061775783e+00,0.0351,1.7195e-01
13.272,1.2757270620e-03,2.200175e-03,1.5061775783e+00,0.0351,1.7881e-01
13.802,1.2759072078e-03,2.236358e-03,1.5061775783e+00,0.0351,1.8573e-01
14.333,1.2761021304e-03,2.269296e-03,1.5061775783e+00,0.0351,1.9080e-01
14.864,1.2763095684e-03,2.299271e-03,1.5061775783e+00,0.0351,1.9290e-01
15.395,1.2765272954e-03,2.326577e-03,1.5061775783e+00,0.0351,1.9211e-01
15.926,1.2767529392e-03,2.351509e-03,1.5061775783e+00,0.0351,1.8929e-01
16.457,1.2769841369e-03,2.374363e-03,1.5061775783e+00,0.0351,1.8532e-01
16.988,1.2772188178e-03,2.395432e-03,1.5061775783e+00,0.0351,1.8154e-01
17.519,1.2774552011e-03,2.414996e-03,1.5061775783e+00,0.0351,1.7903e-01
18.049,1.2776915746e-03,2.433357e-03,1.5061775783e+00,0.0351,1.7775e-01
18.580,1.2779262166e-03,2.450763e-03,1.5061775783e+00,0.0351,1.7728e-01
19.111,1.2781575190e-03,2.467422e-03,1.5061775783e+00,0.0351,1.7725e-01
19.642,1.2783840719e-03,2.483467e-03,1.5061775783e+00,0.0351,1.7748e-01
20.173,1.2786046116e-03,2.499022e-03,1.5061775783e+00,0.0351,1.7777e-01
20.704,1.2788179861e-03,2.514254e-03,1.5061775783e+00,0.0351,1.7800e-01
21.235,1.2790232415e-03,2.529295e-03,1.5061775783e+00,0.0351,1.7813e-01
21.765,1.2792197002e-03,2.544224e-03,1.5061775783e+00,0.0351,1.7821e-01
22.296,1.2794068845e-03,2.559069e-03,1.5061775783e+00,0.0351,1.7820e-01
22.827,1.2795843514e-03,2.573821e-03,1.5061775783e+00,0.0351,1.7860e-01
23.358,1.2797516249e-03,2.588442e-03,1.5061775783e+00,0.0351,1.7937e-01
23.889,1.2799082852e-03,2.602868e-03,1.5061775783e+00,0.0351,1.7845e-01
24.420,1.2800540870e-03,2.617009e-03,1.5061775783e+00,0.0351,1.7494e-01
24.951,1.2801889877e-03,2.640411e-03,1.5061775783e+00,0.0351,1.3145e-02
25.481,1.2803130899e-03,2.660309e-03,1.5061775783e+00,0.0351,9.3021e-03
26.012,1.2804265741e-03,2.673593e-03,1.5061775783e+00,0.0351,6.2347e-03
26.543,1.2805296581e-03,2.682315e-03,1.5061775783e+00,0.0351,3.7986e-03
27.074,1.2806225814e-03,2.687860e-03,1.5061775783e+00,0.0351,1.9233e-03
27.605,1.2807056171e-03,2.691209e-03,1.5061775783e+00,0.0351,5.6350e-04
28.136,1.2807790967e-03,2.692833e-03,1.5061775783e+00,0.0351,3.1998e-04
28.667,1.2808434109e-03,2.692935e-03,1.5061775783e+00,0.0351,7.5919e-04
29.198,1.2808989694e-03,2.692049e-03,1.5061775783e+00,0.0351,8.5423e-04
29.728,1.2809461660e-03,2.690396e-03,1.5061775783e+00,0.0351,7.4718e-04
30.259,1.2809853988e-03,2.688145e-03,1.5061775783e+00,0.0351,6.0781e-04
30.790,1.2810171280e-03,2.685413e-03,1.5061775783e+00,0.0351,4.3239e-04
31.321,1.2810418995e-03,2.682401e-03,1.5061775783e+00,0.0351,2.3596e-04
31.852,1.2810602945e-03,2.678886e-03,1.5061775783e+00,0.0351,6.0314e-05
32.383,1.2810728452e-03,2.674142e-03,1.5061775783e+00,0.0351,4.6526e-04
32.914,1.2810799846e-03,2.667461e-03,1.5061775783e+00,0.0351,9.2201e-04
33.444,1.2810820618e-03,2.657814e-03,1.5061775783e+00,0.0351,1.3896e-03
33.975,1.2810794040e-03,2.643647e-03,1.5061775783e+00,0.0351,1.8481e-03
34.506,1.2810723828e-03,2.623046e-03,1.5061775783e+00,0.0351,2.2895e-03
35.037,1.2810614463e-03,2.593928e-03,1.5061775783e+00,0.0351,2.7178e-03
35.568,1.2810471002e-03,2.554213e-03,1.5061775783e+00,0.0351,3.1605e-03
36.099,1.2810298510e-03,2.502745e-03,1.5061775783e+00,0.0351,3.6331e-03
36.630,1.2810101474e-03,2.439288e-03,1.5061775783e+00,0.0351,4.1324e-03
37.160,1.2809883564e-03,2.364401e-03,1.5061775783e+00,0.0351,4.6461e-03
37.691,1.2809647775e-03,2.279287e-03,1.5061775783e+00,0.0351,5.1581e-03
38.222,1.2809396736e-03,2.185628e-03,1.5061775783e+00,0.0351,5.6515e-03
38.753,1.2809132929e-03,2.085501e-03,1.5061775783e+00,0.0351,6.1053e-03
39.284,1.2808858762e-03,1.981436e-03,1.5061775783e+00,0.0351,6.5088e-03
39.815,1.2808576573e-03,1.876619e-03,1.5061775783e+00,0.0351,6.8502e-03
40.346,1.2808288646e-03,1.775017e-03,1.5061775783e+00,0.0351,7.0934e-03
40.877,1.2807997275e-03,1.681030e-03,1.5061775783e+00,0.0351,7.2201e-03
41.407,1.2807704893e-03,1.599402e-03,1.5061775783e+00,0.0351,7.2210e-03
41.938,1.2807414162e-03,1.535065e-03,1.5061775783e+00,0.0351,7.0663e-03
42.469,1.2807127924e-03,1.492476e-03,1.5061775783e+00,0.0351,6.7076e-03
43.000,1.2806848906e-03,1.475016e-03,1.5061775783e+00,0.0351,5.9507e-03
43.531,1.2806579233e-03,1.483991e-03,1.5061775783e+00,0.0351,4.4849e-03
44.062,1.2806319978e-03,1.518242e-03,1.5061775783e+00,0.0351,2.4064e-03
44.593,1.2806071037e-03,1.574932e-03,1.5061775783e+00,0.0351,2.4604e-03
45.123,1.2805831454e-03,1.651432e-03,1.5061775783e+00,0.0351,4.1264e-03
45.654,1.2805600070e-03,2.361091e-03,1.5061779448e+00,0.0702,3.3776e-03
46.185,1.2805376220e-03,2.580535e-03,1.5061779448e+00,0.0702,8.9487e-04
46.716,1.2805160249e-03,2.808924e-03,1.5061779448e+00,0.0702,6.3287e-04
47.247,1.2804953687e-03,3.040662e-03,1.5061779448e+00,0.0702,1.1830e-03
47.778,1.2804759122e-03,3.269879e-03,1.5061779448e+00,0.0702,1.9802e-03
48.309,1.2804579816e-03,3.493757e-03,1.5061779448e+00,0.0702,2.9405e-03
48.839,1.2804419146e-03,3.711853e-03,1.5061779448e+00,0.0702,4.0818e-03
49.370,1.2804279907e-03,3.922796e-03,1.5061779448e+00,0.0702,5.3428e-03
49.901,1.2804163610e-03,4.126590e-03,1.5061779448e+00,0.0702,6.8377e-03
50.432,1.2804070149e-03,4.323076e-03,1.5061779448e+00,0.0702,8.3056e-03
50.963,1.2803998123e-03,4.509873e-03,1.5061779448e+00,0.0702,9.4530e-03
51.494,1.2803945750e-03,4.684772e-03,1.5061779448e+00,0.0702,1.0262e-02
52.025,1.2803911831e-03,4.845096e-03,1.5061779448e+00,0.0702,1.0774e-02
52.556,1.2803896163e-03,4.989097e-03,1.5061779448e+00,0.0702,1.1018e-02
53.086,1.2803899155e-03,5.115293e-03,1.5061779448e+00,0.0702,1.1024e-02
53.617,1.2803921026e-03,5.222625e-03,1.5061779448e+00,0.0702,1.0821e-02
54.148,1.2803961290e-03,5.310366e-03,1.5061779448e+00,0.0702,1.0436e-02
54.679,1.2804018953e-03,5.378128e-03,1.5061779448e+00,0.0702,9.8897e-03
55.210,1.2804093102e-03,5.425766e-03,1.5061779448e+00,0.0702,9.2028e-03
55.741,1.2804183136e-03,5.453326e-03,1.5061779448e+00,0.0702,8.3973e-03
56.272,1.2804288294e-03,5.461083e-03,1.5061779448e+00,0.0702,7.4946e-03
56.802,1.2804406973e-03,5.449257e-03,1.5061779448e+00,0.0702,6.5121e-03
57.333,1.2804536662e-03,5.417869e-03,1.5061779448e+00,0.0702,5.4732e-03
57.864,1.2804674878e-03,5.367384e-03,1.5061779448e+00,0.0702,4.4053e-03
58.395,1.2804820615e-03,5.298633e-03,1.5061779448e+00,0.0702,3.3384e-03
58.926,1.2804975187e-03,5.212555e-03,1.5061779448e+00,0.0702,2.3000e-03
59.457,1.2805141259e-03,5.110322e-03,1.5061779448e+00,0.0702,1.3121e-03
59.988,1.2805319761e-03,4.993122e-03,1.5061779448e+00,0.0702,3.9096e-04
60.518,1.2805506042e-03,4.862307e-03,1.5061779448e+00,0.0702,4.3687e-04
61.049,1.2805688073e-03,4.719656e-03,1.5061779448e+00,0.0702,1.1104e-03
61.580,1.2805848913e-03,4.567090e-03,1.5061779448e+00,0.0702,1.7030e-03
62.111,1.2805973240e-03,4.407649e-03,1.5061779448e+00,0.0702,2.2361e-03
62.642,1.2806055257e-03,4.244213e-03,1.5061779448e+00,0.0702,2.7178e-03
63.173,1.2806104555e-03,4.079744e-03,1.5061779448e+00,0.0702,3.1529e-03
63.704,1.2806147442e-03,3.917220e-03,1.5061779448e+00,0.0702,3.5418e-03
64.235,1.2806222598e-03,3.759118e-03,1.5061779448e+00,0.0702,3.8998e-03
64.765,1.2806371290e-03,3.607316e-03,1.5061779448e+00,0.0702,4.2391e-03
65.296,1.2806624344e-03,3.463420e-03,1.5061779448e+00,0.0702,4.5514e-03
65.827,1.2806989928e-03,3.328711e-03,1.5061779448e+00,0.0702,4.8298e-03
66.358,1.2807447003e-03,3.203546e-03,1.5061779448e+00,0.0702,5.0745e-03
66.889,1.2807948270e-03,3.089383e-03,1.5061779448e+00,0.0702,5.2512e-03
67.420,1.2808433247e-03,2.988136e-03,1.5061779448e+00,0.0702,5.3504e-03
67.951,1.2808847411e-03,2.901454e-03,1.5061779448e+00,0.0702,5.3787e-03
68.481,1.2809160249e-03,2.831142e-03,1.5061779448e+00,0.0702,5.3438e-03
69.012,1.2809376179e-03,2.778796e-03,1.5061779448e+00,0.0702,5.2543e-03
69.543,1.2809535469e-03,2.745417e-03,1.5061779448e+00,0.0702,5.1185e-03
70.074,1.2809704839e-03,2.731099e-03,1.5061779448e+00,0.0702,4.9440e-03
