t,rhoc,errD,Mb,fd_fraction,vatm
0.000,1.2799999990e-03,3.845991e-07,1.5062867973e+00,1.0000,0.0000e+00
0.527,1.2794804320e-03,3.246532e-04,1.5062867973e+00,1.0000,0.0000e+00
1.054,1.2790047110e-03,5.935576e-04,1.5062867973e+00,1.0000,0.0000e+00
1.581,1.2785484170e-03,8.218079e-04,1.5062867973e+00,1.0000,0.0000e+00
2.108,1.2781117152e-03,1.020168e-03,1.5062867973e+00,1.0000,0.0000e+00
2.636,1.2776948429e-03,1.193680e-03,1.5062867973e+00,1.0000,0.0000e+00
3.163,1.2772965868e-03,1.346026e-03,1.5062867973e+00,1.0000,0.0000e+00
3.690,1.2769217109e-03,1.477991e-03,1.5062867973e+00,1.0000,0.0000e+00
4.217,1.2765718169e-03,1.593535e-03,1.5062867973e+00,1.0000,0.0000e+00
4.744,1.2762494921e-03,1.696618e-03,1.5062867973e+00,1.0000,0.0000e+00
5.271,1.2759565389e-03,1.790232e-03,1.5062867973e+00,1.0000,0.0000e+00
5.798,1.2756946577e-03,1.877157e-03,1.5062867973e+00,1.0000,0.0000e+00
6.325,1.2754651419e-03,1.960068e-03,1.5062867973e+00,1.0000,0.0000e+00
6.852,1.2752689237e-03,2.038586e-03,1.5062867973e+00,1.0000,0.0000e+00
7.379,1.2751065649e-03,2.112600e-03,1.5062867973e+00,1.0000,0.0000e+00
7.907,1.2749782571e-03,2.182808e-03,1.5062867973e+00,1.0000,8.2983e-03
8.434,1.2748838372e-03,2.249957e-03,1.5062867973e+00,1.0000,6.1517e-03
8.961,1.2748228012e-03,2.314067e-03,1.5062867973e+00,1.0000,4.2114e-03
9.488,1.2747943229e-03,2.375140e-03,1.5062867973e+00,1.0000,2.5473e-03
10.015,1.2747972576e-03,2.433238e-03,1.5062867973e+00,1.0000,1.2141e-03
10.542,1.2748303034e-03,2.488029e-03,1.5062867973e+00,1.0000,3.0541e-04
11.069,1.2748917574e-03,2.539302e-03,1.5062867973e+00,1.0000,4.3035e-04
11.596,1.2749799742e-03,2.587293e-03,1.5062867973e+00,1.0000,1.2117e-03
12.123,1.2750928071e-03,2.633345e-03,1.5062867973e+00,1.0000,2.0749e-03
12.650,1.2752281108e-03,2.679135e-03,1.5062867973e+00,1.0000,2.9700e-03
13.178,1.2753835777e-03,2.723355e-03,1.5062867973e+00,1.0000,3.7901e-03
13.705,1.2755570167e-03,2.765931e-03,1.5062867973e+00,1.0000,4.5096e-03
14.232,1.2757464330e-03,2.806916e-03,1.5062867973e+00,1.0000,5.1146e-03
14.759,1.2759498066e-03,2.846259e-03,1.5062867973e+00,1.0000,5.5831e-03
15.286,1.2761647864e-03,2.883607e-03,1.5062867973e+00,1.0000,5.9060e-03
15.813,1.2763886949e-03,2.919260e-03,1.5062867973e+00,1.0000,6.1017e-03
16.340,1.2766189243e-03,2.953457e-03,1.5062867973e+00,1.0000,6.1847e-03
16.867,1.2768533575e-03,2.986470e-03,1.5062867973e+00,1.0000,6.1687e-03
17.394,1.2770904092e-03,3.018621e-03,1.5062867973e+00,1.0000,6.0676e-03
17.921,1.2773286947e-03,3.050167e-03,1.5062867973e+00,1.0000,5.8957e-03
18.449,1.2775666912e-03,3.081404e-03,1.5062867973e+00,1.0000,5.6680e-03
18.976,1.2778026878e-03,3.112619e-03,1.5062867973e+00,1.0000,5.3996e-03
19.503,1.2780349916e-03,3.144085e-03,1.5062867973e+00,1.0000,5.1052e-03
20.030,1.2782621449e-03,3.176212e-03,1.5062867973e+00,1.0000,4.7970e-03
20.557,1.2784829854e-03,3.209841e-03,1.5062867973e+00,1.0000,4.4787e-03
21.084,1.2786965741e-03,3.244830e-03,1.5062867973e+00,1.0000,4.1782e-03
21.611,1.2789021097e-03,3.280729e-03,1.5062867973e+00,1.0000,3.9061e-03
22.138,1.2790988824e-03,3.317051e-03,1.5062867973e+00,1.0000,3.6627e-03
22.665,1.2792863019e-03,3.353279e-03,1.5062867973e+00,1.0000,3.4469e-03
23.192,1.2794639075e-03,3.388896e-03,1.5062867973e+00,1.0000,3.2570e-03
23.720,1.2796313427e-03,3.423415e-03,1.5062867973e+00,1.0000,3.0907e-03
24.247,1.2797883652e-03,3.456478e-03,1.5062867973e+00,1.0000,2.9459e-03
24.774,1.2799348468e-03,3.487766e-03,1.5062867973e+00,1.0000,2.8198e-03
25.301,1.2800707402e-03,3.516794e-03,1.5062867973e+00,1.0000,2.7099e-03
25.828,1.2801960808e-03,3.543287e-03,1.5062867973e+00,1.0000,2.6144e-03
26.355,1.2803109855e-03,3.567103e-03,1.5062867973e+00,1.0000,2.5325e-03
26.882,1.2804156354e-03,3.588199e-03,1.5062867973e+00,1.0000,2.4636e-03
27.409,1.2805102711e-03,3.606623e-03,1.5062867973e+00,1.0000,2.4076e-03
27.936,1.2805951894e-03,3.622501e-03,1.5062867973e+00,1.0000,2.3642e-03
28.463,1.2806707221e-03,3.636024e-03,1.5062867973e+00,1.0000,2.3334e-03
28.991,1.2807372310e-03,3.647431e-03,1.5062867973e+00,1.0000,2.3153e-03
29.518,1.2807951006e-03,3.656991e-03,1.5062867973e+00,1.0000,2.3103e-03
30.045,1.2808447262e-03,3.664981e-03,1.5062867973e+00,1.0000,2.3186e-03
30.572,1.2808865072e-03,3.671674e-03,1.5062867973e+00,1.0000,2.3407e-03
31.099,1.2809208620e-03,3.677316e-03,1.5062867973e+00,1.0000,2.3773e-03
31.626,1.2809482713e-03,3.682122e-03,1.5062867973e+00,1.0000,2.4290e-03
32.153,1.2809693307e-03,3.686264e-03,1.5062867973e+00,1.0000,2.4964e-03
32.680,1.2809847692e-03,3.689880e-03,1.5062867973e+00,1.0000,2.5803e-03
33.207,1.2809953781e-03,3.693076e-03,1.5062867973e+00,1.0000,2.6811e-03
33.734,1.2810018275e-03,3.695936e-03,1.5062867973e+00,1.0000,2.7996e-03
34.262,1.2810047480e-03,3.698532e-03,1.5062867973e+00,1.0000,2.9361e-03
34.789,1.2810023983e-03,3.700937e-03,1.5062867973e+00,1.0000,3.0910e-03
35.316,1.2809960924e-03,3.703239e-03,1.5062867973e+00,1.0000,3.2647e-03
35.843,1.2809831840e-03,3.705530e-03,1.5062867973e+00,1.0000,3.4572e-03
36.370,1.2809627792e-03,3.707841e-03,1.5062867973e+00,1.0000,3.6686e-03
36.897,1.2809354119e-03,3.710286e-03,1.5062867973e+00,1.0000,3.8990e-03
37.424,1.2809023114e-03,3.713101e-03,1.5062867973e+00,1.0000,4.1488e-03
37.951,1.2808672423e-03,3.716630e-03,1.5062867973e+00,1.0000,4.4181e-03
38.478,1.2808348840e-03,3.721248e-03,1.5062867973e+00,1.0000,4.7066e-03
39.005,1.2808108979e-03,3.727386e-03,1.5062867973e+00,1.0000,5.0138e-03
39.533,1.2808010700e-03,3.735532e-03,1.5062867973e+00,1.0000,5.3389e-03
40.060,1.2808113062e-03,3.746217e-03,1.5062867973e+00,1.0000,5.6808e-03
40.587,1.2808422175e-03,3.760004e-03,1.5062867973e+00,1.0000,6.0382e-03
41.114,1.2808966217e-03,3.777469e-03,1.5062867973e+00,1.0000,6.4097e-03
41.641,1.2809686321e-03,3.799164e-03,1.5062867973e+00,1.0000,6.7936e-03
42.168,1.2810404907e-03,3.825602e-03,1.5062867973e+00,1.0000,7.1880e-03
42.695,1.2810932743e-03,3.857285e-03,1.5062867973e+00,1.0000,7.5921e-03
43.222,1.2811060566e-03,3.894823e-03,1.5062867973e+00,1.0000,8.0120e-03
43.749,1.2810595989e-03,3.938403e-03,1.5062867973e+00,1.0000,8.4485e-03
44.276,1.2809176994e-03,3.988046e-03,1.5062867973e+00,1.0000,8.8999e-03
44.804,1.2806663951e-03,4.043653e-03,1.5062867973e+00,1.0000,9.3608e-03
45.331,1.2803142094e-03,4.104836e-03,1.5062867973e+00,1.0000,9.8245e-03
45.858,1.2798774802e-03,4.171046e-03,1.5062867973e+00,1.0000,1.0284e-02
46.385,1.2793859687e-03,4.241598e-03,1.5062867973e+00,1.0000,1.0733e-02
46.912,1.2788793895e-03,4.315687e-03,1.5062867973e+00,1.0000,1.1165e-02
47.439,1.2784018199e-03,4.392417e-03,1.5062867973e+00,1.0000,1.1571e-02
47.966,1.2779924740e-03,4.470824e-03,1.5062867973e+00,1.0000,1.1945e-02
48.493,1.2776900534e-03,4.549904e-03,1.5062867973e+00,1.0000,1.2278e-02
49.020,1.2775327451e-03,4.628638e-03,1.5062867973e+00,1.0000,1.2563e-02
49.547,1.2775347553e-03,4.706018e-03,1.5062867973e+00,1.0000,1.2793e-02
50.075,1.2776827371e-03,4.781068e-03,1.5062867973e+00,1.0000,1.2957e-02
50.602,1.2779673213e-03,4.852861e-03,1.5062867973e+00,1.0000,1.3049e-02
51.129,1.2783801906e-03,4.920539e-03,1.5062867973e+00,1.0000,1.3060e-02
51.656,1.2789072584e-03,4.983320e-03,1.5062867973e+00,1.0000,1.2982e-02
52.183,1.2795208460e-03,5.040505e-03,1.5062867973e+00,1.0000,1.2809e-02
52.710,1.2801744473e-03,5.091490e-03,1.5062867973e+00,1.0000,1.2533e-02
53.237,1.2808162015e-03,5.135762e-03,1.5062867973e+00,1.0000,1.2149e-02
53.764,1.2814005589e-03,5.172907e-03,1.5062867973e+00,1.0000,1.1655e-02
54.291,1.2818944767e-03,5.202632e-03,1.5062867973e+00,1.0000,1.1048e-02
54.818,1.2822754499e-03,5.225017e-03,1.5062867973e+00,1.0000,1.0326e-02
55.346,1.2825254207e-03,5.240400e-03,1.5062867973e+00,1.0000,9.4995e-03
55.873,1.2826340117e-03,5.249057e-03,1.5062867973e+00,1.0000,8.6003e-03
56.400,1.2826030979e-03,5.250891e-03,1.5062867973e+00,1.0000,7.6425e-03
56.927,1.2824421547e-03,5.245977e-03,1.5062867973e+00,1.0000,6.6399e-03
57.454,1.2821742886e-03,5.234471e-03,1.5062867973e+00,1.0000,5.6068e-03
57.981,1.2818349771e-03,5.216696e-03,1.5062867973e+00,1.0000,4.5577e-03
58.508,1.2814574627e-03,5.193050e-03,1.5062867973e+00,1.0000,3.5052e-03
59.035,1.2810704619e-03,5.164392e-03,1.5062867973e+00,1.0000,2.4567e-03
59.562,1.2806976548e-03,5.131348e-03,1.5062867973e+00,1.0000,1.4200e-03
60.089,1.2803707355e-03,5.094669e-03,1.5062867973e+00,1.0000,4.0616e-04
60.617,1.2801101796e-03,5.055122e-03,1.5062867973e+00,1.0000,5.4867e-04
61.144,1.2799259317e-03,5.013407e-03,1.5062867973e+00,1.0000,1.3676e-03
61.671,1.2798290800e-03,4.970632e-03,1.5062867973e+00,1.0000,2.1265e-03
62.198,1.2798138769e-03,4.927773e-03,1.5062867973e+00,1.0000,2.8313e-03
62.725,1.2798678236e-03,4.885751e-03,1.5062867973e+00,1.0000,3.4713e-03
63.252,1.2799763909e-03,4.845479e-03,1.5062867973e+00,1.0000,4.0397e-03
63.779,1.2801226714e-03,4.807904e-03,1.5062867973e+00,1.0000,4.5510e-03
64.306,1.2802873032e-03,4.773905e-03,1.5062867973e+00,1.0000,5.0314e-03
64.833,1.2804508215e-03,4.744096e-03,1.5062867973e+00,1.0000,5.4735e-03
65.360,1.2805990567e-03,4.718640e-03,1.5062867973e+00,1.0000,5.8718e-03
65.888,1.2807188358e-03,4.695339e-03,1.5062867973e+00,1.0000,6.2243e-03
66.415,1.2808024484e-03,4.676324e-03,1.5062867973e+00,1.0000,6.4870e-03
66.942,1.2808483116e-03,4.662683e-03,1.5062867973e+00,1.0000,6.6557e-03
67.469,1.2808552059e-03,4.654692e-03,1.5062867973e+00,1.0000,6.7389e-03
67.996,1.2808285142e-03,4.652396e-03,1.5062867973e+00,1.0000,6.7450e-03
68.523,1.2807760038e-03,4.655690e-03,1.5062867973e+00,1.0000,6.6811e-03
69.050,1.2807060845e-03,4.664335e-03,1.5062867973e+00,1.0000,6.5547e-03
69.577,1.2806284443e-03,4.677926e-03,1.5062867973e+00,1.0000,6.3733e-03
70.104,1.2805524827e-03,4.695920e-03,1.5062867973e+00,1.0000,6.1438e-03
70.631,1.2804859961e-03,4.717664e-03,1.5062867973e+00,1.0000,5.8730e-03
71.159,1.2804336955e-03,4.742433e-03,1.5062867973e+00,1.0000,5.5667e-03
71.686,1.2804018992e-03,4.769459e-03,1.5062867973e+00,1.0000,5.2304e-03
72.213,1.2803902242e-03,4.797962e-03,1.5062867973e+00,1.0000,4.8690e-03
72.740,1.2803985980e-03,4.827173e-03,1.5062867973e+00,1.0000,4.4867e-03
73.267,1.2804274422e-03,4.856347e-03,1.5062867973e+00,1.0000,4.0874e-03
73.794,1.2804734753e-03,4.884773e-03,1.5062867973e+00,1.0000,3.6746e-03
74.321,1.2805314879e-03,4.911814e-03,1.5062867973e+00,1.0000,3.2516e-03
74.848,1.2805984120e-03,4.936998e-03,1.5062867973e+00,1.0000,2.8234e-03
75.375,1.2806705577e-03,4.959839e-03,1.5062867973e+00,1.0000,2.3931e-03
75.902,1.2807430678e-03,4.980063e-03,1.5062867973e+00,1.0000,1.9623e-03
76.430,1.2808119240e-03,4.997246e-03,1.5062867973e+00,1.0000,1.5348e-03
76.957,1.2808736217e-03,5.011002e-03,1.5062867973e+00,1.0000,1.1143e-03
77.484,1.2809244925e-03,5.020316e-03,1.5062867973e+00,1.0000,7.0864e-04
78.011,1.2809625913e-03,5.025138e-03,1.5062867973e+00,1.0000,3.1716e-04
78.538,1.2809879007e-03,5.025705e-03,1.5062867973e+00,1.0000,6.0220e-05
79.065,1.2809996859e-03,5.022441e-03,1.5062867973e+00,1.0000,4.2372e-04
79.592,1.2809972593e-03,5.016553e-03,1.5062867973e+00,1.0000,7.8620e-04
80.119,1.2809831603e-03,5.008079e-03,1.5062867973e+00,1.0000,1.1366e-03
80.646,1.2809588795e-03,4.997512e-03,1.5062867973e+00,1.0000,1.4726e-03
81.173,1.2809257064e-03,4.985458e-03,1.5062867973e+00,1.0000,1.7925e-03
81.701,1.2808846685e-03,4.972539e-03,1.5062867973e+00,1.0000,2.0947e-03
82.228,1.2808361761e-03,4.959375e-03,1.5062867973e+00,1.0000,2.3777e-03
82.755,1.2807797042e-03,4.946550e-03,1.5062867973e+00,1.0000,2.6402e-03
83.282,1.2807142044e-03,4.934593e-03,1.5062867973e+00,1.0000,2.8810e-03
83.809,1.2806381962e-03,4.923959e-03,1.5062867973e+00,1.0000,3.0992e-03
84.336,1.2805496951e-03,4.915030e-03,1.5062867973e+00,1.0000,3.2939e-03
84.863,1.2804465100e-03,4.908105e-03,1.5062867973e+00,1.0000,3.4646e-03
