t,rhoc,errD,Mb,fd_fraction,vatm
0.000,1.2799999997e-03,3.845361e-07,1.5060799899e+00,0.0351,0.0000e+00
0.578,1.2795089239e-03,4.798492e-04,1.5060799899e+00,0.0702,6.7743e-02
1.156,1.2790414552e-03,1.271580e-03,1.5060799899e+00,0.0702,7.9753e-02
1.734,1.2785760563e-03,2.118259e-03,1.5060799899e+00,0.0702,8.1075e-02
2.312,1.2780820856e-03,2.883582e-03,1.5060799899e+00,0.0702,7.9077e-02
2.890,1.2776169446e-03,3.525167e-03,1.5060799899e+00,0.0702,8.5007e-02
3.468,1.2772356696e-03,4.097513e-03,1.5060799899e+00,0.0702,8.4169e-02
4.046,1.2769142582e-03,4.728129e-03,1.5060799899e+00,0.0702,8.0650e-02
4.624,1.2765876901e-03,5.531755e-03,1.5060799899e+00,0.0702,7.6378e-02
5.202,1.2762334565e-03,6.576995e-03,1.5060799899e+00,0.0702,7.9097e-02
5.780,1.2758974188e-03,7.880402e-03,1.5060799899e+00,0.0702,7.4109e-02
6.358,1.2756399494e-03,9.433007e-03,1.5060799899e+00,0.0702,6.8569e-02
6.936,1.2754711562e-03,1.124850e-02,1.5060799899e+00,0.0702,6.2792e-02
7.514,1.2753482232e-03,1.330913e-02,1.5060799899e+00,0.1053,6.4129e-02
8.092,1.2752299714e-03,1.558179e-02,1.5060799899e+00,0.1053,5.8277e-02
8.670,1.2751204671e-03,1.794393e-02,1.5060799899e+00,0.1053,5.2235e-02
9.248,1.2750558590e-03,2.033748e-02,1.5060799899e+00,0.1053,5.3387e-02
9.826,1.2750583207e-03,2.194482e-02,1.5060799899e+00,0.1404,5.7217e-02
10.404,1.2751135229e-03,2.281742e-02,1.5060799899e+00,0.1053,6.0433e-02
10.982,1.2751919915e-03,2.423809e-02,1.5060799899e+00,0.1053,6.2980e-02
11.560,1.2752820581e-03,2.557244e-02,1.5060799899e+00,0.1053,6.5918e-02
12.138,1.2753958842e-03,2.684351e-02,1.5060799899e+00,0.1053,6.9682e-02
12.716,1.2755477000e-03,2.807116e-02,1.5060799899e+00,0.1053,7.4127e-02
13.294,1.2757344377e-03,2.927550e-02,1.5060799899e+00,0.1053,7.8871e-02
13.872,1.2759401748e-03,3.047136e-02,1.5060799899e+00,0.1053,8.3567e-02
14.450,1.2761541643e-03,3.165671e-02,1.5060799899e+00,0.1053,8.7947e-02
15.028,1.2763785656e-03,3.282394e-02,1.5060799899e+00,0.1053,9.2013e-02
15.606,1.2766189103e-03,3.396656e-02,1.5060799899e+00,0.1053,9.5998e-02
16.184,1.2768721960e-03,3.507284e-02,1.5060799899e+00,0.1053,1.0023e-01
16.762,1.2771281606e-03,3.612834e-02,1.5060799899e+00,0.1053,1.0437e-01
17.340,1.2773807641e-03,3.712707e-02,1.5060799965e+00,0.1404,1.0840e-01
17.918,1.2776338736e-03,3.806431e-02,1.5060799965e+00,0.1404,1.1228e-01
18.496,1.2778934380e-03,3.895036e-02,1.5060799965e+00,0.1404,1.1513e-01
19.074,1.2781560122e-03,3.977034e-02,1.5060799965e+00,0.1053,1.1615e-01
19.652,1.2784084807e-03,4.054592e-02,1.5060799965e+00,0.1053,1.1555e-01
20.231,1.2786405433e-03,4.126480e-02,1.5060799965e+00,0.1053,1.1317e-01
20.809,1.2788559013e-03,4.192145e-02,1.5060799965e+00,0.1053,1.0801e-01
21.387,1.2790687396e-03,4.250805e-02,1.5060799965e+00,0.1053,1.0056e-01
21.965,1.2792881886e-03,4.301646e-02,1.5060799965e+00,0.1053,9.7899e-02
22.543,1.2795069647e-03,4.343733e-02,1.5060799965e+00,0.1053,9.2674e-02
23.121,1.2797064358e-03,4.353312e-02,1.5060858260e+00,0.1404,9.9753e-02
23.699,1.2798734825e-03,4.357103e-02,1.5060858260e+00,0.1404,8.4383e-02
24.277,1.2800126778e-03,4.344250e-02,1.5060858260e+00,0.1404,7.9836e-02
24.855,1.2801421652e-03,4.315351e-02,1.5060858260e+00,0.1404,7.4249e-02
25.433,1.2802775836e-03,4.271890e-02,1.5060858260e+00,0.1404,7.8124e-02
26.011,1.2804191347e-03,4.215086e-02,1.5060858260e+00,0.1404,7.2231e-02
26.589,1.2805525833e-03,4.146296e-02,1.5060858260e+00,0.1404,6.5877e-02
27.167,1.2806617314e-03,4.066712e-02,1.5060858260e+00,0.1404,6.7192e-02
27.745,1.2807407944e-03,3.978028e-02,1.5060858260e+00,0.1404,6.1140e-02
28.323,1.2807972332e-03,3.882937e-02,1.5060858260e+00,0.1404,5.4792e-02
28.901,1.2808450184e-03,3.836958e-02,1.5060858260e+00,0.1404,5.3755e-02
29.479,1.2808952893e-03,3.752600e-02,1.5060858260e+00,0.1404,4.8535e-02
30.057,1.2809507306e-03,3.678935e-02,1.5060858260e+00,0.1404,4.9160e-02
30.635,1.2810051536e-03,3.614976e-02,1.5060858260e+00,0.1404,4.9004e-02
31.213,1.2810467730e-03,3.444706e-02,1.5060858260e+00,0.1754,4.9458e-02
31.791,1.2810639010e-03,3.506288e-02,1.5060858260e+00,0.1404,5.4686e-02
32.369,1.2810525406e-03,3.467166e-02,1.5060858260e+00,0.1404,5.9726e-02
32.947,1.2810238648e-03,3.434114e-02,1.5060858260e+00,0.1404,6.4589e-02
33.525,1.2810064971e-03,3.407525e-02,1.5060858260e+00,0.1404,6.9284e-02
34.103,1.2810379089e-03,3.388129e-02,1.5060858260e+00,0.1404,7.3804e-02
34.681,1.2811440021e-03,3.376347e-02,1.5060858260e+00,0.1404,7.8128e-02
35.259,1.2813146182e-03,3.372308e-02,1.5060858260e+00,0.1404,8.2161e-02
35.837,1.2814896373e-03,3.376233e-02,1.5060858260e+00,0.1404,8.5665e-02
36.415,1.2815688713e-03,3.387882e-02,1.5060858260e+00,0.1404,8.8597e-02
36.993,1.2814483054e-03,3.406648e-02,1.5060858260e+00,0.1404,9.0811e-02
37.571,1.2810710115e-03,3.431946e-02,1.5060858357e+00,0.1754,8.6896e-02
38.149,1.2804726404e-03,3.463706e-02,1.5060858357e+00,0.1754,8.5404e-02
38.727,1.2797999761e-03,3.501969e-02,1.5060858357e+00,0.1754,9.0782e-02
39.305,1.2792933153e-03,3.546818e-02,1.5060858357e+00,0.1754,9.5556e-02
39.883,1.2792395558e-03,3.586697e-02,1.5060858357e+00,0.1404,1.0016e-01
40.461,1.2799120378e-03,3.642399e-02,1.5060858357e+00,0.1404,1.0765e-01
41.039,1.2815154335e-03,3.704177e-02,1.5060858357e+00,0.1404,1.0869e-01
41.617,1.2841484173e-03,3.770962e-02,1.5060858357e+00,0.1404,1.0877e-01
42.195,1.2877840524e-03,3.841671e-02,1.5060858357e+00,0.1404,1.0747e-01
42.773,1.2922553837e-03,3.915363e-02,1.5060858357e+00,0.1404,1.0599e-01
43.351,1.2972396939e-03,3.991360e-02,1.5060858357e+00,0.1404,1.1043e-01
43.929,1.3022466434e-03,4.069248e-02,1.5060858357e+00,0.1404,1.1719e-01
44.507,1.3066402375e-03,4.148887e-02,1.5060858357e+00,0.1404,1.2388e-01
45.085,1.3097243467e-03,4.229292e-02,1.5060897986e+00,0.1404,1.3085e-01
45.663,1.3108889294e-03,4.281399e-02,1.5060897986e+00,0.1404,1.2952e-01
46.241,1.3097741374e-03,4.341817e-02,1.5060897986e+00,0.1404,1.3104e-01
46.819,1.3063791510e-03,4.393929e-02,1.5060897986e+00,0.1404,1.1857e-01
47.397,1.3010595777e-03,4.439317e-02,1.5060897986e+00,0.1404,8.4413e-02
47.975,1.2944204098e-03,4.479242e-02,1.5060897986e+00,0.1404,8.9943e-02
48.553,1.2871633444e-03,4.514164e-02,1.5060897986e+00,0.1404,7.6522e-02
49.131,1.2799534183e-03,4.544174e-02,1.5060897986e+00,0.1404,8.1323e-02
49.709,1.2733332422e-03,4.569301e-02,1.5060897986e+00,0.1404,8.5380e-02
50.287,1.2676943899e-03,4.589550e-02,1.5060897986e+00,0.1404,8.3138e-02
50.865,1.2632778774e-03,4.604975e-02,1.5060897986e+00,0.1404,6.1775e-02
51.443,1.2601775327e-03,4.615758e-02,1.5060897986e+00,0.1404,6.0288e-02
52.021,1.2583565663e-03,4.622237e-02,1.5060897986e+00,0.1404,6.5473e-02
