t,rhoc,errD,Mb,fd_fraction,vatm
78.536,1.2794504418e-03,1.241754e-03,1.5061786239e+00,0.0952,2.8041e-03
79.155,1.2796596105e-03,1.243505e-03,1.5061786239e+00,0.0952,2.6366e-03
79.773,1.2798670610e-03,1.246100e-03,1.5061786239e+00,0.0952,2.4532e-03
80.391,1.2800656908e-03,1.249250e-03,1.5061786239e+00,0.0952,2.2242e-03
81.010,1.2802497428e-03,1.252531e-03,1.5061786239e+00,0.0952,1.9299e-03
81.628,1.2804150399e-03,1.255492e-03,1.5061786239e+00,0.0952,1.5585e-03
82.246,1.2805589898e-03,1.257702e-03,1.5061786239e+00,0.0952,1.1065e-03
82.865,1.2806803917e-03,1.258784e-03,1.5061786239e+00,0.0952,5.7867e-04
83.483,1.2807791097e-03,1.258464e-03,1.5061786239e+00,0.0952,1.4767e-05
84.102,1.2808556923e-03,1.256463e-03,1.5061786239e+00,0.0952,6.4863e-04
84.720,1.2809110195e-03,1.252757e-03,1.5061786239e+00,0.0952,1.3024e-03
85.338,1.2809460407e-03,1.247359e-03,1.5061786239e+00,0.0952,1.9483e-03
85.957,1.2809616394e-03,1.240382e-03,1.5061786239e+00,0.0952,2.4912e-03
86.575,1.2809586252e-03,1.232152e-03,1.5061786239e+00,0.0952,2.8805e-03
87.194,1.2809378283e-03,1.223031e-03,1.5061786239e+00,0.0952,3.1183e-03
87.812,1.2809002479e-03,1.213352e-03,1.5061786239e+00,0.0952,3.2079e-03
88.430,1.2808472020e-03,1.203441e-03,1.5061786239e+00,0.0952,3.1543e-03
89.049,1.2807804303e-03,1.193625e-03,1.5061786239e+00,0.0952,2.9654e-03
89.667,1.2807021188e-03,1.184244e-03,1.5061786239e+00,0.0952,2.6522e-03
90.286,1.2806148348e-03,1.175665e-03,1.5061786239e+00,0.0952,2.2282e-03
90.904,1.2805213837e-03,1.168280e-03,1.5061786239e+00,0.0952,1.7098e-03
91.522,1.2804246113e-03,1.162503e-03,1.5061786239e+00,0.0952,1.1153e-03
92.141,1.2803271892e-03,1.158785e-03,1.5061786239e+00,0.0952,4.6498e-04
92.759,1.2802314162e-03,1.157645e-03,1.5061786239e+00,0.0952,2.1447e-04
93.378,1.2801390650e-03,1.159528e-03,1.5061786239e+00,0.0952,8.9505e-04
93.996,1.2800512950e-03,1.164785e-03,1.5061786239e+00,0.0952,1.5521e-03
94.614,1.2799686357e-03,1.173650e-03,1.5061786239e+00,0.0952,2.1645e-03
95.233,1.2798910422e-03,1.186220e-03,1.5061786239e+00,0.0952,2.7146e-03
95.851,1.2798180096e-03,1.202364e-03,1.5061786239e+00,0.0952,3.1862e-03
96.470,1.2797487330e-03,1.221762e-03,1.5061786239e+00,0.0952,3.5650e-03
97.088,1.2796822934e-03,1.243986e-03,1.5061786239e+00,0.0952,3.8409e-03
97.706,1.2796178505e-03,1.268489e-03,1.5061786239e+00,0.0952,4.0083e-03
98.325,1.2795548203e-03,1.294636e-03,1.5061786239e+00,0.0952,4.0661e-03
98.943,1.2794930209e-03,1.321741e-03,1.5061786239e+00,0.0952,4.0194e-03
99.562,1.2794327679e-03,1.349085e-03,1.5061786239e+00,0.0952,3.8783e-03
100.180,1.2793749090e-03,1.375942e-03,1.5061786239e+00,0.0952,3.6580e-03
100.798,1.2793207911e-03,1.401577e-03,1.5061786239e+00,0.0952,3.3775e-03
101.417,1.2792721623e-03,1.425263e-03,1.5061786239e+00,0.0952,3.0585e-03
102.035,1.2792310172e-03,1.446284e-03,1.5061786239e+00,0.0952,2.7235e-03
102.654,1.2791994033e-03,1.463854e-03,1.5061786239e+00,0.0952,2.4001e-03
103.272,1.2791792103e-03,1.477070e-03,1.5061786239e+00,0.0952,2.1295e-03
103.890,1.2791719659e-03,1.485477e-03,1.5061786239e+00,0.0952,1.9380e-03
104.509,1.2791786642e-03,1.488825e-03,1.5061786239e+00,0.0952,1.8390e-03
105.127,1.2791996451e-03,1.486989e-03,1.5061786239e+00,0.0952,1.8337e-03
105.745,1.2792345385e-03,1.479990e-03,1.5061786239e+00,0.0952,1.9158e-03
106.364,1.2792822780e-03,1.468033e-03,1.5061786239e+00,0.0952,2.0737e-03
106.982,1.2793411794e-03,1.451377e-03,1.5061786239e+00,0.0952,2.2884e-03
107.601,1.2794090727e-03,1.430331e-03,1.5061786239e+00,0.0952,2.5353e-03
108.219,1.2794834694e-03,1.405249e-03,1.5061786239e+00,0.0952,2.7866e-03
108.837,1.2795617442e-03,1.376549e-03,1.5061786239e+00,0.0952,3.0132e-03
109.456,1.2796413121e-03,1.344735e-03,1.5061786239e+00,0.0952,3.1869e-03
110.074,1.2797197806e-03,1.310430e-03,1.5061786239e+00,0.0952,3.2824e-03
110.693,1.2797950672e-03,1.274410e-03,1.5061786239e+00,0.0952,3.2780e-03
111.311,1.2798654719e-03,1.237607e-03,1.5061786239e+00,0.0952,3.1592e-03
111.929,1.2799297049e-03,1.201116e-03,1.5061786239e+00,0.0952,2.9207e-03
112.548,1.2799868719e-03,1.166316e-03,1.5061786239e+00,0.0952,2.5592e-03
113.166,1.2800364276e-03,1.134613e-03,1.5061786239e+00,0.0952,2.0764e-03
113.785,1.2800781053e-03,1.107281e-03,1.5061786239e+00,0.0952,1.4850e-03
114.403,1.2801118372e-03,1.085392e-03,1.5061786239e+00,0.0952,8.0719e-04
115.021,1.2801376783e-03,1.069800e-03,1.5061786239e+00,0.0952,5.6991e-05
115.640,1.2801557426e-03,1.060527e-03,1.5061786239e+00,0.0952,6.2398e-04
116.258,1.2801661616e-03,1.057746e-03,1.5061786239e+00,0.0952,1.1141e-03
116.877,1.2801690692e-03,1.061207e-03,1.5061786239e+00,0.0952,1.4041e-03
117.495,1.2801646125e-03,1.070240e-03,1.5061786239e+00,0.0952,1.4899e-03
118.113,1.2801529846e-03,1.083934e-03,1.5061786239e+00,0.0952,1.3739e-03
118.732,1.2801344713e-03,1.101326e-03,1.5061786239e+00,0.0952,1.0672e-03
119.350,1.2801095016e-03,1.121563e-03,1.5061786239e+00,0.0952,5.9240e-04
119.969,1.2800786889e-03,1.144019e-03,1.5061786239e+00,0.0952,1.5470e-05
120.587,1.2800428542e-03,1.168345e-03,1.5061786239e+00,0.0952,7.0812e-04
121.205,1.2800030225e-03,1.194457e-03,1.5061786239e+00,0.0952,1.4263e-03
121.824,1.2799603925e-03,1.222472e-03,1.5061786239e+00,0.0952,2.1045e-03
122.442,1.2799162787e-03,1.252602e-03,1.5061786239e+00,0.0952,2.6779e-03
123.061,1.2798720369e-03,1.285039e-03,1.5061786239e+00,0.0952,3.0892e-03
123.679,1.2798289819e-03,1.319834e-03,1.5061786239e+00,0.0952,3.2953e-03
124.297,1.2797883094e-03,1.356593e-03,1.5061786239e+00,0.0952,3.2919e-03
124.916,1.2797510354e-03,1.394571e-03,1.5061786239e+00,0.0952,3.1179e-03
125.534,1.2797179575e-03,1.432918e-03,1.5061786239e+00,0.0952,2.8190e-03
126.153,1.2796896451e-03,1.470799e-03,1.5061786239e+00,0.0952,2.4419e-03
126.771,1.2796664532e-03,1.507527e-03,1.5061786239e+00,0.0952,2.0326e-03
127.389,1.2796485542e-03,1.542478e-03,1.5061786239e+00,0.0952,1.6275e-03
128.008,1.2796359787e-03,1.575072e-03,1.5061786239e+00,0.0952,1.2543e-03
128.626,1.2796286529e-03,1.604763e-03,1.5061786239e+00,0.0952,9.3240e-04
129.244,1.2796264259e-03,1.631037e-03,1.5061786239e+00,0.0952,6.7499e-04
129.863,1.2796290802e-03,1.653412e-03,1.5061786239e+00,0.0952,4.9039e-04
130.481,1.2796363236e-03,1.671447e-03,1.5061786239e+00,0.0952,3.8386e-04
131.100,1.2796477675e-03,1.684761e-03,1.5061786239e+00,0.0952,3.5900e-04
131.718,1.2796628943e-03,1.693040e-03,1.5061786239e+00,0.0952,4.1885e-04
132.336,1.2796810251e-03,1.696061e-03,1.5061786239e+00,0.0952,5.6701e-04
132.955,1.2797012951e-03,1.693696e-03,1.5061786239e+00,0.0952,8.0861e-04
133.573,1.2797226446e-03,1.685931e-03,1.5061786239e+00,0.0952,1.1516e-03
134.192,1.2797438331e-03,1.672639e-03,1.5061786239e+00,0.0952,1.6127e-03
134.810,1.2797634790e-03,1.653698e-03,1.5061786239e+00,0.0952,2.2032e-03
135.428,1.2797801260e-03,1.630206e-03,1.5061786239e+00,0.0952,2.8950e-03
136.047,1.2797923322e-03,1.603375e-03,1.5061786239e+00,0.0952,3.6580e-03
136.665,1.2797987767e-03,1.574341e-03,1.5061786239e+00,0.0952,4.4644e-03
137.284,1.2797983727e-03,1.544238e-03,1.5061786239e+00,0.0952,5.2920e-03
137.902,1.2797903775e-03,1.514448e-03,1.5061786239e+00,0.0952,6.1299e-03
138.520,1.2797744878e-03,1.486517e-03,1.5061786239e+00,0.0952,6.9398e-03
139.139,1.2797509083e-03,1.461856e-03,1.5061786239e+00,0.0952,7.5940e-03
139.757,1.2797203873e-03,1.440779e-03,1.5061786239e+00,0.0952,8.0743e-03
