t,rhoc,errD,Mb,q00,q20,q22,vatm
103.406,1.2805489851e-03,7.109768e-04,1.5062072549e+00,1.5062064628e+00,-7.4722893170e-03,2.5024208891e-15,2.0765e-01
104.450,1.2803289136e-03,6.846956e-04,1.5062077461e+00,1.5062069541e+00,-5.5479114556e-03,2.3575749910e-16,2.1100e-01
105.495,1.2801039897e-03,6.790295e-04,1.5062082482e+00,1.5062074563e+00,-3.6029677962e-03,-1.5053615557e-15,2.1425e-01
106.539,1.2798833346e-03,6.926307e-04,1.5062088742e+00,1.5062080825e+00,-1.6564838230e-03,2.1738680839e-15,2.1738e-01
107.584,1.2796768270e-03,7.214501e-04,1.5062095998e+00,1.5062088082e+00,2.9918545566e-04,-7.0950312242e-16,2.2042e-01
108.628,1.2794942498e-03,7.598694e-04,1.5062100660e+00,1.5062092745e+00,2.2231294932e-03,-9.7808039013e-16,2.2336e-01
109.673,1.2793443476e-03,8.008826e-04,1.5062106261e+00,1.5062098347e+00,4.1411193554e-03,2.6265540931e-15,2.2620e-01
110.717,1.2792339360e-03,8.393624e-04,1.5062112262e+00,1.5062104349e+00,6.0277087386e-03,2.6821294767e-15,2.2895e-01
111.762,1.2791671796e-03,8.715052e-04,1.5062118034e+00,1.5062110121e+00,7.8887666386e-03,2.4646355359e-15,2.3161e-01
112.806,1.2791451712e-03,8.946555e-04,1.5062123560e+00,1.5062115648e+00,9.7174640617e-03,-3.3075345717e-15,2.3423e-01
113.851,1.2791658801e-03,9.073987e-04,1.5062129016e+00,1.5062121103e+00,1.1509769420e-02,-7.3188450291e-16,1.7475e-01
114.895,1.2792245164e-03,9.096692e-04,1.5062133716e+00,1.5062125803e+00,1.3253903075e-02,-1.1706975864e-15,1.7898e-01
115.940,1.2793142993e-03,9.021540e-04,1.5062138774e+00,1.5062130860e+00,1.4960533332e-02,9.9751655283e-16,1.8309e-01
116.984,1.2794274828e-03,8.864068e-04,1.5062144033e+00,1.5062136119e+00,1.6613718948e-02,-5.0070241984e-16,1.8707e-01
118.029,1.2795563829e-03,8.647949e-04,1.5062148743e+00,1.5062140828e+00,1.8217094134e-02,3.4719468373e-15,1.9092e-01
119.073,1.2796941416e-03,8.400318e-04,1.5062153445e+00,1.5062145529e+00,1.9764495504e-02,6.5648249676e-16,1.9465e-01
120.118,1.2798351250e-03,8.330137e-04,1.5062172003e+00,1.5062164086e+00,2.1439421285e-02,-4.4633721910e-15,1.9271e-01
121.162,1.2799750495e-03,8.163858e-04,1.5062178522e+00,1.5062170604e+00,2.2886802809e-02,-1.8445122418e-15,1.9137e-01
122.207,1.2801110081e-03,8.231276e-04,1.5062199400e+00,1.5062191481e+00,2.4453496256e-02,2.7230570682e-15,1.6482e-01
123.251,1.2802415105e-03,8.083524e-04,1.5062203710e+00,1.5062195790e+00,2.5701273875e-02,-2.5108487853e-15,1.6069e-01
124.296,1.2803664376e-03,8.212568e-04,1.5062217292e+00,1.5062209372e+00,2.6909874243e-02,-2.3009167333e-15,1.5958e-01
125.340,1.2804867665e-03,8.224070e-04,1.5062221525e+00,1.5062213604e+00,2.7984844756e-02,-3.0920537079e-15,1.6339e-01
126.385,1.2806039636e-03,8.340800e-04,1.5062224786e+00,1.5062216865e+00,2.8971729246e-02,1.6495804962e-16,1.6779e-01
127.429,1.2807191364e-03,8.539027e-04,1.5062227280e+00,1.5062219358e+00,2.9842184633e-02,-4.6700133763e-15,1.6724e-01
128.474,1.2808321747e-03,8.796403e-04,1.5062228633e+00,1.5062220710e+00,3.0609666880e-02,3.0613187960e-16,1.6504e-01
129.518,1.2809411462e-03,9.081053e-04,1.5062229632e+00,1.5062221709e+00,3.1269125771e-02,-1.1347205531e-15,7.3436e-02
130.563,1.2810421343e-03,9.361657e-04,1.5062231402e+00,1.5062223477e+00,3.1811609440e-02,-1.6142769006e-15,6.5315e-02
