t,rhoc,errD,Mb,q00,q20,q22,vatm
38.964,1.2799999990e-03,4.270792e-16,1.5058467803e+00,1.5058254019e+00,-6.6364913498e-16,-5.1885337300e-17,0.0000e+00
39.989,1.2799999990e-03,4.285299e-16,1.5058467803e+00,1.5058254019e+00,-6.6364913498e-16,-1.6290763976e-16,0.0000e+00
41.014,1.2799999990e-03,4.304103e-16,1.5058467803e+00,1.5058254019e+00,-7.7467143744e-16,-4.1270782030e-16,0.0000e+00
42.040,1.2799999990e-03,4.310708e-16,1.5058467803e+00,1.5058254019e+00,-8.8569373990e-16,-4.6648424806e-16,0.0000e+00
43.065,1.2799999990e-03,4.320493e-16,1.5058467803e+00,1.5058254019e+00,-8.6920031435e-16,-4.1411728313e-16,0.0000e+00
44.090,1.2799999990e-03,4.336014e-16,1.5058467803e+00,1.5058254019e+00,-1.0168550977e-15,-8.0372749383e-17,0.0000e+00
45.116,1.2799999990e-03,4.341462e-16,1.5058467803e+00,1.5058254019e+00,-1.1278774002e-15,-8.0372749383e-17,0.0000e+00
46.141,1.2799999990e-03,4.361300e-16,1.5058467803e+00,1.5058254019e+00,-1.1001218246e-15,-1.1506721890e-16,0.0000e+00
47.167,1.2799999990e-03,4.370068e-16,1.5058467803e+00,1.5058254019e+00,-1.0446106733e-15,-3.0065768579e-17,0.0000e+00
48.192,1.2799999990e-03,4.377983e-16,1.5058467803e+00,1.5058254019e+00,-1.0862440368e-15,-3.0065768579e-17,0.0000e+00
49.217,1.2799999990e-03,4.390829e-16,1.5058467803e+00,1.5058254019e+00,-1.1001218246e-15,1.9371355982e-16,0.0000e+00
50.243,1.2799999990e-03,4.391772e-16,1.5058467803e+00,1.5058254019e+00,-1.1001218246e-15,8.0956533883e-17,0.0000e+00
51.268,1.2799999990e-03,4.390380e-16,1.5058467803e+00,1.5058254019e+00,-9.8909952210e-16,2.5445382652e-17,0.0000e+00
52.293,1.2799999990e-03,4.394812e-16,1.5058467803e+00,1.5058254019e+00,-9.8909952210e-16,2.7180106128e-17,0.0000e+00
53.319,1.2799999990e-03,4.403153e-16,1.5058467803e+00,1.5058254019e+00,-9.8909952210e-16,2.7180106128e-17,0.0000e+00
54.344,1.2799999990e-03,4.403502e-16,1.5058467803e+00,1.5058254019e+00,-9.8909952210e-16,2.7180106128e-17,0.0000e+00
55.369,1.2799999990e-03,4.401156e-16,1.5058467803e+00,1.5058254019e+00,-9.8909952210e-16,2.7180106128e-17,0.0000e+00
56.395,1.2799999990e-03,4.414035e-16,1.5058467803e+00,1.5058254019e+00,-1.0446106733e-15,-1.4453257295e-17,0.0000e+00
57.420,1.2799999990e-03,4.426336e-16,1.5058467803e+00,1.5058254019e+00,-1.0446106733e-15,-1.4453257295e-17,0.0000e+00
58.446,1.2799999990e-03,4.422359e-16,1.5058467803e+00,1.5058254019e+00,-1.0446106733e-15,-1.4453257295e-17,0.0000e+00
59.471,1.2799999990e-03,4.418945e-16,1.5058467803e+00,1.5058254019e+00,-1.0446106733e-15,-1.4453257295e-17,0.0000e+00
60.496,1.2799999990e-03,4.424056e-16,1.5058467803e+00,1.5058254019e+00,-1.1556329758e-15,-1.2547555976e-16,0.0000e+00
61.522,1.2799999990e-03,4.439680e-16,1.5058467803e+00,1.5058254019e+00,-1.1556329758e-15,-1.2547555976e-16,0.0000e+00
62.547,1.2799999990e-03,4.436927e-16,1.5058467803e+00,1.5058254019e+00,-1.1556329758e-15,-1.2547555976e-16,0.0000e+00
63.572,1.2799999990e-03,4.454963e-16,1.5058467803e+00,1.5058254019e+00,-1.1556329758e-15,-2.3649786222e-16,0.0000e+00
64.598,1.2799999990e-03,4.446257e-16,1.5058467803e+00,1.5058254019e+00,-1.2666552783e-15,-2.3649786222e-16,0.0000e+00
65.623,1.2799999990e-03,4.441113e-16,1.5058467803e+00,1.5058254019e+00,-1.2666552783e-15,-2.3649786222e-16,0.0000e+00
66.648,1.2799999990e-03,4.446929e-16,1.5058467803e+00,1.5058254019e+00,-1.2111441270e-15,-2.3649786222e-16,0.0000e+00
67.674,1.2799999990e-03,4.461205e-16,1.5058467803e+00,1.5058254019e+00,-1.2666552783e-15,-2.3649786222e-16,0.0000e+00
68.699,1.2799999990e-03,4.463331e-16,1.5058467803e+00,1.5058254019e+00,-1.2666552783e-15,-2.3649786222e-16,0.0000e+00
69.725,1.2799999990e-03,4.467204e-16,1.5058467803e+00,1.5058254019e+00,-1.2364602478e-15,-2.3714838352e-16,0.0000e+00
70.750,1.2799999990e-03,4.475849e-16,1.5058467803e+00,1.5058254019e+00,-1.2225689074e-15,-2.6463290860e-16,0.0000e+00
71.775,1.2799999990e-03,4.477496e-16,1.5058467803e+00,1.5058254019e+00,-1.2225689074e-15,-1.5361060613e-16,0.0000e+00
72.801,1.2799999990e-03,4.475765e-16,1.5058467803e+00,1.5058254019e+00,-1.2225689074e-15,-1.5361060613e-16,0.0000e+00
73.826,1.2799999990e-03,4.484351e-16,1.5058467803e+00,1.5058254019e+00,-1.2225689074e-15,-1.5361060613e-16,0.0000e+00
74.851,1.2799999990e-03,4.485997e-16,1.5058467803e+00,1.5058254019e+00,-1.2780800587e-15,-2.8198014336e-16,0.0000e+00
75.877,1.2799999990e-03,4.489546e-16,1.5058467803e+00,1.5058254019e+00,-1.2780800587e-15,-6.1331232727e-16,0.0000e+00
76.902,1.2799999990e-03,4.503419e-16,1.5058467803e+00,1.5058254019e+00,-1.2780800587e-15,-7.7984578096e-16,0.0000e+00
77.927,1.2799999990e-03,4.510765e-16,1.5058467803e+00,1.5058254019e+00,-1.2780800587e-15,-8.4923472000e-16,0.0000e+00
78.953,1.2799999990e-03,4.526454e-16,1.5058467803e+00,1.5058254019e+00,-1.3891023611e-15,-9.6025702246e-16,0.0000e+00
79.978,1.2799999990e-03,4.547470e-16,1.5058467803e+00,1.5058254019e+00,-1.3891023611e-15,-8.6137778433e-16,0.0000e+00
81.003,1.2799999990e-03,4.563758e-16,1.5058467803e+00,1.5058254019e+00,-1.6111469660e-15,-1.0608709841e-15,0.0000e+00
82.029,1.2799999990e-03,4.578906e-16,1.5058467803e+00,1.5058254019e+00,-1.8887027222e-15,-1.3869989976e-15,0.0000e+00
83.054,1.2799999990e-03,4.592616e-16,1.5058467803e+00,1.5058254019e+00,-1.8887027222e-15,-1.6506769659e-15,0.0000e+00
84.080,1.2799999990e-03,4.608762e-16,1.5058467803e+00,1.5058254019e+00,-2.1107337746e-15,-2.0383876628e-15,0.0000e+00
85.105,1.2799999990e-03,4.629410e-16,1.5058467803e+00,1.5058254019e+00,-2.1384893502e-15,-2.0661432384e-15,0.0000e+00
86.130,1.2799999990e-03,4.651748e-16,1.5058467803e+00,1.5058254019e+00,-2.1822504604e-15,-1.9523020103e-15,0.0000e+00
87.156,1.2799999990e-03,4.662727e-16,1.5058467803e+00,1.5058254019e+00,-2.1822504604e-15,-1.8430144313e-15,0.0000e+00
88.181,1.2799999990e-03,4.679240e-16,1.5058467803e+00,1.5058254019e+00,-2.1544948848e-15,-1.8985255825e-15,0.0000e+00
89.206,1.2799999990e-03,4.703754e-16,1.5058467803e+00,1.5058254019e+00,-2.2655171872e-15,-2.0095478850e-15,0.0000e+00
90.232,1.2799999990e-03,4.726764e-16,1.5058467803e+00,1.5058254019e+00,-2.3210283385e-15,-2.0390381841e-15,0.0000e+00
91.257,1.2799999990e-03,4.747359e-16,1.5058467803e+00,1.5058254019e+00,-2.6540952459e-15,-1.9002603060e-15,0.0000e+00
