t,rhoc,errD,Mb,fd_fraction,vatm
0.000,1.2799999518e-03,3.804750e-07,1.5061789938e+00,0.0952,0.0000e+00
0.618,1.2794722345e-03,1.405653e-04,1.5061789938e+00,0.1905,8.5752e-03
1.237,1.2789275108e-03,2.802107e-04,1.5061791074e+00,0.1905,1.7629e-02
1.855,1.2783828884e-03,4.466668e-04,1.5061791074e+00,0.2857,2.2784e-02
2.473,1.2778606037e-03,9.685284e-04,1.5061791074e+00,0.1905,3.0477e-02
3.091,1.2773789721e-03,1.016485e-03,1.5061791074e+00,0.1905,3.8156e-02
3.710,1.2769484766e-03,1.088417e-03,1.5061791074e+00,0.1905,4.5814e-02
4.328,1.2765704823e-03,1.172386e-03,1.5061791074e+00,0.1905,5.3451e-02
4.946,1.2762392197e-03,1.259942e-03,1.5061791074e+00,0.1905,6.1645e-02
5.564,1.2759458953e-03,1.346874e-03,1.5061791074e+00,0.1905,6.9524e-02
6.183,1.2756847293e-03,1.431232e-03,1.5061791074e+00,0.1905,7.7445e-02
6.801,1.2754576066e-03,1.511951e-03,1.5061791074e+00,0.1905,8.5321e-02
7.419,1.2752730591e-03,1.587593e-03,1.5061791074e+00,0.1905,9.3154e-02
8.037,1.2751395650e-03,1.646535e-03,1.5061791074e+00,0.1905,1.0143e-01
8.656,1.2750581450e-03,1.705321e-03,1.5061791074e+00,0.1905,1.0965e-01
9.274,1.2750201439e-03,1.762701e-03,1.5061791074e+00,0.1905,1.1780e-01
9.892,1.2750123440e-03,1.817075e-03,1.5061791074e+00,0.1905,1.2577e-01
10.510,1.2750262537e-03,1.868111e-03,1.5061791074e+00,0.1905,1.3363e-01
11.129,1.2750653303e-03,1.915065e-03,1.5061791074e+00,0.1905,1.4136e-01
11.747,1.2751449119e-03,1.957788e-03,1.5061791074e+00,0.1905,1.4896e-01
12.365,1.2752839710e-03,1.996675e-03,1.5061791074e+00,0.1905,1.5645e-01
