t,rhoc,errD,Mb,fd_fraction,vatm
0.000,1.2799999989e-03,0.000000e+00,1.5063892282e+00,0.0488,0.0000e+00
0.527,1.2799981657e-03,4.874058e-04,1.5063892282e+00,0.0488,3.6974e-02
1.055,1.2799933406e-03,8.524414e-04,1.5063892282e+00,0.0488,4.9614e-02
1.582,1.2799897278e-03,1.104510e-03,1.5063892282e+00,0.0488,6.0261e-02
2.109,1.2799896938e-03,1.330297e-03,1.5063892282e+00,0.0488,8.2532e-02
2.637,1.2799925396e-03,1.572560e-03,1.5063892282e+00,0.0488,8.3424e-02
3.164,1.2799951970e-03,1.856073e-03,1.5063892282e+00,0.0488,8.0313e-02
3.691,1.2799954016e-03,2.172601e-03,1.5063892282e+00,0.0488,8.4762e-02
4.218,1.2799937607e-03,2.520838e-03,1.5063892282e+00,0.0488,8.8590e-02
4.746,1.2799924337e-03,2.903254e-03,1.5063892282e+00,0.0488,9.2065e-02
5.273,1.2799925475e-03,3.294506e-03,1.5063892282e+00,0.0488,9.5170e-02
5.800,1.2799933526e-03,3.687808e-03,1.5063892282e+00,0.0488,9.7923e-02
6.328,1.2799935579e-03,4.070895e-03,1.5063892282e+00,0.0488,1.0040e-01
6.855,1.2799929240e-03,4.438479e-03,1.5063892282e+00,0.0488,1.0263e-01
7.382,1.2799923506e-03,4.793988e-03,1.5063892282e+00,0.0488,1.0458e-01
7.910,1.2799926518e-03,5.123242e-03,1.5063892282e+00,0.0488,1.0631e-01
8.437,1.2799935921e-03,5.415095e-03,1.5063892282e+00,0.0488,1.0797e-01
8.964,1.2799942118e-03,5.661005e-03,1.5063892282e+00,0.0488,1.0963e-01
9.492,1.2799939136e-03,5.844112e-03,1.5063892282e+00,0.0488,1.1131e-01
10.019,1.2799930425e-03,5.953125e-03,1.5063892282e+00,0.0488,1.1303e-01
10.546,1.2799924315e-03,5.975965e-03,1.5063892282e+00,0.0488,1.1480e-01
11.073,1.2799925416e-03,5.922920e-03,1.5063892282e+00,0.0488,1.1662e-01
11.601,1.2799931182e-03,5.806216e-03,1.5063892282e+00,0.0488,1.1850e-01
12.128,1.2799935852e-03,5.631783e-03,1.5063892282e+00,0.0488,1.2043e-01
12.655,1.2799936305e-03,5.394071e-03,1.5063892282e+00,0.0488,1.2240e-01
13.183,1.2799933871e-03,5.093118e-03,1.5063892282e+00,0.0488,1.2442e-01
13.710,1.2799931533e-03,4.756747e-03,1.5063892282e+00,0.0488,1.2653e-01
14.237,1.2799930491e-03,4.462045e-03,1.5063892282e+00,0.0488,1.2876e-01
