t,rhoc,errD,Mb,q00,q20,q22,vatm
126.119,1.2799373028e-03,2.726766e-04,1.5058483839e+00,1.5058270066e+00,-3.4257625759e-15,-1.5708525810e-15,0.0000e+00
127.145,1.2799412749e-03,2.717881e-04,1.5058483974e+00,1.5058270200e+00,-7.0775045713e-15,2.1146737040e-16,0.0000e+00
128.170,1.2799450152e-03,2.710067e-04,1.5058484109e+00,1.5058270334e+00,4.0353508556e-15,-1.1563349854e-15,0.0000e+00
129.195,1.2799485034e-03,2.703314e-04,1.5058484243e+00,1.5058270468e+00,-1.9122489265e-14,1.0817000841e-16,0.0000e+00
130.221,1.2799517162e-03,2.697600e-04,1.5058484376e+00,1.5058270601e+00,9.2862373923e-16,-1.7841151483e-15,0.0000e+00
131.246,1.2799546514e-03,2.692894e-04,1.5058484509e+00,1.5058270733e+00,-1.5910052440e-14,-9.7191219582e-16,0.0000e+00
132.271,1.2799572936e-03,2.689160e-04,1.5058484641e+00,1.5058270864e+00,4.1905543943e-15,-2.6769556373e-15,0.0000e+00
133.297,1.2799596138e-03,2.686358e-04,1.5058484772e+00,1.5058270995e+00,-3.4870064502e-15,-2.1564301743e-15,0.0000e+00
134.322,1.2799615831e-03,2.684447e-04,1.5058484902e+00,1.5058271125e+00,-2.1099030486e-14,1.7819884274e-15,0.0000e+00
135.348,1.2799631808e-03,2.683390e-04,1.5058485032e+00,1.5058271254e+00,2.7737732041e-15,-2.5082266742e-15,0.0000e+00
136.373,1.2799643953e-03,2.683150e-04,1.5058485160e+00,1.5058271383e+00,-9.4517311507e-15,-1.1422132521e-15,0.0000e+00
137.398,1.2799652213e-03,2.683696e-04,1.5058485288e+00,1.5058271510e+00,4.5041192132e-15,-2.8132940605e-15,0.0000e+00
138.424,1.2799656585e-03,2.685005e-04,1.5058485415e+00,1.5058271637e+00,-1.0052528233e-14,2.1404235056e-16,0.0000e+00
139.449,1.2799657103e-03,2.687055e-04,1.5058485541e+00,1.5058271763e+00,-6.1371760325e-15,-5.4975097491e-16,0.0000e+00
140.474,1.2799653822e-03,2.689835e-04,1.5058485667e+00,1.5058271889e+00,-2.1827790014e-15,-4.1631799754e-15,0.0000e+00
141.500,1.2799646808e-03,2.693337e-04,1.5058485791e+00,1.5058272013e+00,5.8018550028e-15,-2.1508465331e-15,0.0000e+00
142.525,1.2799636132e-03,2.697558e-04,1.5058485915e+00,1.5058272137e+00,-2.1758401076e-15,-1.2374875180e-15,0.0000e+00
143.550,1.2799621884e-03,2.702501e-04,1.5058486037e+00,1.5058272260e+00,2.1084308040e-14,-3.8074532426e-15,0.0000e+00
144.576,1.2799604179e-03,2.708170e-04,1.5058486159e+00,1.5058272382e+00,-5.4118312267e-15,1.5237314699e-15,0.0000e+00
145.601,1.2799583166e-03,2.714569e-04,1.5058486280e+00,1.5058272504e+00,-9.1601349773e-15,-7.9244963122e-16,0.0000e+00
146.627,1.2799559027e-03,2.721704e-04,1.5058486401e+00,1.5058272625e+00,-5.3896321869e-15,2.7754970881e-15,0.0000e+00
147.652,1.2799531984e-03,2.729576e-04,1.5058486521e+00,1.5058272745e+00,2.0963501335e-15,3.1706887800e-15,0.0000e+00
148.677,1.2799502303e-03,2.738183e-04,1.5058486640e+00,1.5058272864e+00,-1.6638256831e-14,3.7935607681e-16,0.0000e+00
149.703,1.2799470277e-03,2.747517e-04,1.5058486758e+00,1.5058272983e+00,-8.0326460320e-15,1.4527433326e-15,0.0000e+00
150.728,1.2799436221e-03,2.757561e-04,1.5058486876e+00,1.5058273102e+00,-8.6191723020e-15,1.6111181650e-15,0.0000e+00
151.753,1.2799400452e-03,2.768288e-04,1.5058486994e+00,1.5058273220e+00,-2.8934410509e-14,-9.8340473885e-16,0.0000e+00
152.779,1.2799363291e-03,2.779663e-04,1.5058487111e+00,1.5058273338e+00,7.3236682795e-15,2.3781348319e-16,0.0000e+00
153.804,1.2799325053e-03,2.791638e-04,1.5058487227e+00,1.5058273455e+00,-5.5708159199e-15,-3.4388808741e-16,0.0000e+00
154.829,1.2799286047e-03,2.804154e-04,1.5058487344e+00,1.5058273572e+00,2.2746471834e-15,-2.8216987874e-16,0.0000e+00
155.855,1.2799246573e-03,2.817140e-04,1.5058487460e+00,1.5058273689e+00,-3.3742358701e-15,8.2680631339e-16,0.0000e+00
156.880,1.2799206927e-03,2.830517e-04,1.5058487576e+00,1.5058273805e+00,3.3232609761e-16,-1.0316246305e-15,0.0000e+00
157.905,1.2799167397e-03,2.844191e-04,1.5058487691e+00,1.5058273922e+00,-5.6758751084e-15,2.0448261390e-15,0.0000e+00
158.931,1.2799128266e-03,2.858062e-04,1.5058487807e+00,1.5058274038e+00,-2.3674451653e-16,9.5111009247e-16,0.0000e+00
159.956,1.2799089809e-03,2.872023e-04,1.5058487923e+00,1.5058274154e+00,1.7354815203e-14,-2.1776826969e-16,0.0000e+00
160.982,1.2799052288e-03,2.885958e-04,1.5058488039e+00,1.5058274271e+00,-4.3879914277e-16,1.7141444764e-15,0.0000e+00
162.007,1.2799015949e-03,2.899748e-04,1.5058488155e+00,1.5058274387e+00,-2.5084002013e-14,-2.6571711077e-16,0.0000e+00
163.032,1.2798981020e-03,2.913272e-04,1.5058488271e+00,1.5058274504e+00,-7.7891071124e-15,-6.1756782079e-16,0.0000e+00
164.058,1.2798947714e-03,2.926405e-04,1.5058488387e+00,1.5058274621e+00,-9.1399959137e-15,5.8995172279e-15,0.0000e+00
165.083,1.2798916230e-03,2.939025e-04,1.5058488504e+00,1.5058274738e+00,-1.6967582636e-15,1.6811576253e-15,0.0000e+00
166.108,1.2798886757e-03,2.951014e-04,1.5058488620e+00,1.5058274855e+00,-4.0338780187e-15,-1.3688657162e-15,0.0000e+00
167.134,1.2798859483e-03,2.962257e-04,1.5058488738e+00,1.5058274973e+00,1.6188051039e-14,7.4505530957e-17,0.0000e+00
168.159,1.2798834593e-03,2.972647e-04,1.5058488856e+00,1.5058275091e+00,-1.3422608045e-14,5.0762554133e-15,0.0000e+00
169.184,1.2798812268e-03,2.982087e-04,1.5058488974e+00,1.5058275210e+00,-1.7017551398e-14,1.1336355282e-15,0.0000e+00
170.210,1.2798792685e-03,2.990488e-04,1.5058489092e+00,1.5058275329e+00,-1.9193274107e-14,1.8499950086e-15,0.0000e+00
171.235,1.2798776004e-03,2.997776e-04,1.5058489212e+00,1.5058275449e+00,-1.1612125941e-14,2.8402510629e-15,0.0000e+00
172.261,1.2798762359e-03,3.003889e-04,1.5058489331e+00,1.5058275569e+00,-1.9425468927e-15,-6.3865771306e-17,0.0000e+00
173.286,1.2798751849e-03,3.008778e-04,1.5058489452e+00,1.5058275689e+00,-1.3355156486e-15,2.9862930955e-15,0.0000e+00
174.311,1.2798744530e-03,3.012410e-04,1.5058489573e+00,1.5058275810e+00,1.1322341428e-14,-6.0303951168e-16,0.0000e+00
175.337,1.2798740408e-03,3.014764e-04,1.5058489694e+00,1.5058275932e+00,-1.0930027248e-14,2.6797349312e-15,0.0000e+00
176.362,1.2798739442e-03,3.015838e-04,1.5058489817e+00,1.5058276054e+00,3.1928173561e-15,2.1344083435e-15,0.0000e+00
177.387,1.2798741550e-03,3.015642e-04,1.5058489939e+00,1.5058276177e+00,-8.2949145249e-15,3.1256672848e-15,0.0000e+00
178.413,1.2798746617e-03,3.014199e-04,1.5058490063e+00,1.5058276300e+00,-3.5135151815e-15,3.0827870888e-15,0.0000e+00
