t,rhoc_rel,errD,Snorm,Mb_rel,vatm,rstar_R
33.17,8.83358558e-04,2.574602e-03,8.856592e-06,-6.0838001303e-12,2.8303e-01,1.1250
33.74,8.71088387e-04,2.547400e-03,8.794530e-06,-6.4759309026e-12,1.2971e-01,1.0938
34.31,8.43234626e-04,2.519116e-03,8.719486e-06,-6.4767080588e-12,1.3659e-01,1.0938
34.89,8.08477080e-04,2.489670e-03,8.632657e-06,-6.4768190811e-12,1.4372e-01,1.0938
35.46,7.76506124e-04,2.459101e-03,8.535662e-06,-6.4772631703e-12,1.5080e-01,1.0938
36.03,7.54610288e-04,2.427324e-03,8.430413e-06,-6.4774852149e-12,1.5784e-01,1.0938
36.60,7.46193368e-04,2.405762e-03,8.320475e-06,-6.4778182818e-12,1.6466e-01,1.0938
37.17,7.50975234e-04,2.382020e-03,8.210773e-06,-6.4780403264e-12,1.7122e-01,1.0938
37.75,7.65644652e-04,2.354601e-03,8.105296e-06,-6.4782623710e-12,1.7793e-01,1.0938
38.32,7.84258991e-04,2.322060e-03,8.007763e-06,-6.4784844156e-12,1.8390e-01,1.0938
38.89,7.98727308e-04,2.279708e-03,7.917256e-06,-6.4790395271e-12,1.8978e-01,1.0938
39.46,8.00018562e-04,2.219731e-03,7.836938e-06,-6.4787064602e-12,1.9560e-01,1.0938
40.03,7.80102543e-04,2.158344e-03,7.766834e-06,-6.4794836163e-12,2.0136e-01,1.0938
40.61,7.33831153e-04,2.099502e-03,7.704881e-06,-6.4802607724e-12,2.0707e-01,1.0938
41.18,6.59907079e-04,2.049014e-03,7.641992e-06,-6.4800387278e-12,2.1272e-01,1.0938
41.75,5.60778728e-04,2.015045e-03,7.544297e-06,-6.4800387278e-12,2.1831e-01,1.0938
42.32,4.41988712e-04,2.002818e-03,7.432738e-06,-6.4802607724e-12,2.2384e-01,1.0938
42.89,3.11555274e-04,2.014598e-03,7.308748e-06,-6.4809269062e-12,2.2932e-01,1.0938
43.46,1.79458922e-04,2.050590e-03,7.174624e-06,-6.4808158839e-12,2.3474e-01,1.0938
44.04,5.68999916e-05,2.109590e-03,7.032272e-06,-6.4811489509e-12,2.4010e-01,1.0938
44.61,-4.49002233e-05,2.204401e-03,6.882437e-06,-6.4817040624e-12,2.4541e-01,1.0938
45.18,-1.16162062e-04,2.325879e-03,6.724891e-06,-6.4817040624e-12,2.5066e-01,1.0938
45.75,-1.49805288e-04,2.470925e-03,6.557683e-06,-6.4815930401e-12,2.5586e-01,1.0938
46.32,-1.42174831e-04,2.635814e-03,6.377257e-06,-6.4822591739e-12,2.6100e-01,1.0938
46.90,-9.32634613e-05,3.726899e-03,6.151941e-06,-6.4821481516e-12,2.6608e-01,1.0938
47.47,-6.60713144e-06,3.712043e-03,5.879759e-06,-6.4824812185e-12,2.7111e-01,1.0938
48.04,1.11032104e-04,3.733547e-03,5.555161e-06,-6.4831473523e-12,2.7608e-01,1.0938
48.61,2.50276978e-04,4.800126e-03,5.189357e-06,-6.4838134861e-12,2.8100e-01,1.0938
49.18,4.00180821e-04,4.731369e-03,4.841914e-06,-6.4835914415e-12,2.8587e-01,1.0938
49.76,5.49628052e-04,4.669278e-03,4.512921e-06,-6.4840355307e-12,2.9068e-01,1.0938
50.33,6.88706180e-04,5.604468e-03,4.203317e-06,-6.4843685976e-12,2.9543e-01,1.0938
50.90,8.09627262e-04,5.417067e-03,3.898407e-06,-6.4840355307e-12,3.0013e-01,1.0938
51.47,9.07056095e-04,5.237473e-03,3.599061e-06,-6.4844796199e-12,3.0478e-01,1.0938
52.04,9.78023835e-04,6.128022e-03,3.314735e-06,-6.4849237091e-12,3.0937e-01,1.0938
52.62,1.02169211e-03,5.846663e-03,3.035418e-06,-6.4852567760e-12,3.1392e-01,1.0938
53.19,1.03908390e-03,5.585789e-03,2.757299e-06,-6.4849237091e-12,3.1840e-01,1.0938
53.76,1.03272667e-03,5.342175e-03,2.489435e-06,-6.4860339322e-12,3.2284e-01,1.0938
54.33,1.00616766e-03,5.113761e-03,2.248434e-06,-6.4860339322e-12,3.2722e-01,1.0938
54.90,9.63447449e-04,5.934275e-03,2.078270e-06,-6.8475225490e-12,3.1932e-01,1.0625
55.47,9.08687077e-04,5.644350e-03,1.994230e-06,-6.8470784598e-12,3.2397e-01,1.0625
56.05,8.45867211e-04,5.384613e-03,1.996293e-06,-6.8473005044e-12,3.2857e-01,1.0625
56.62,7.78732692e-04,5.151378e-03,2.084385e-06,-6.8477445936e-12,3.3311e-01,1.0625
57.19,7.10689751e-04,4.941670e-03,2.243666e-06,-6.8476335713e-12,3.3760e-01,1.0625
57.76,6.44634530e-04,4.752877e-03,2.453542e-06,-6.8481886828e-12,3.4202e-01,1.0625
58.33,5.82773688e-04,4.582741e-03,2.695147e-06,-6.8486327720e-12,3.4639e-01,1.0625
58.91,5.26543981e-04,4.429598e-03,2.954534e-06,-6.8484107274e-12,3.5070e-01,1.0625
59.48,4.76671724e-04,4.292602e-03,3.222480e-06,-6.8488548166e-12,3.5495e-01,1.0625
60.05,4.33313645e-04,4.163290e-03,3.492457e-06,-6.8495209504e-12,2.8035e-02,1.0625
